游资标签,标签类型,席位ID,当前分组,当前元数据有效,开盘红完整标签,营业部全称,营业部归一键,独立观测次数,双源证据记录数,YYB日表匹配次数,龙虎榜动向匹配次数,名称直接命中观测,金额精确命中观测,首次观测,最近观测,金额中位误差_pct,金额最大误差_pct,标签观测占比_pct,置信度,匹配依据
三板组,策略/量化集群,88,庄股,是,庄股系列：三板组,信达证券股份有限公司温州瓯江路证券营业部,信达证券股份有限公司温州瓯江路证券营业部,2,2,2,0,0,2,2025-04-30,2026-03-25,0.0,0.0,33.33,B-中,同日同股金额精确匹配
三板组,策略/量化集群,88,庄股,是,庄股系列：三板组,招商证券股份有限公司深圳建安路证券营业部,招商证券股份有限公司深圳建安路证券营业部,2,2,2,0,0,2,2025-08-20,2025-09-23,9.9e-05,0.000198,33.33,B-中,同日同股金额精确匹配
三板组,策略/量化集群,88,庄股,是,庄股系列：三板组,华林证券股份有限公司深圳福华三路证券营业部,华林证券股份有限公司深圳福华三路证券营业部,1,1,1,0,0,1,2025-03-05,2025-03-05,0.0,0.0,16.67,C-低,同日同股金额精确匹配
三板组,策略/量化集群,88,庄股,是,庄股系列：三板组,申万宏源证券有限公司金华八一北街证券营业部,申万宏源证券有限公司金华八一北街证券营业部,1,1,1,0,0,1,2026-04-23,2026-04-23,2e-06,2e-06,16.67,C-低,同日同股金额精确匹配
南京帮,地域游资集群,93,庄股,是,短线主力：南京帮,华鑫证券有限责任公司深圳财富大厦证券营业部,华鑫证券有限责任公司深圳财富大厦证券营业部,7,7,7,0,0,7,2025-04-11,2025-09-10,0.0,0.0,53.85,A-高,同日同股金额精确匹配
南京帮,地域游资集群,93,庄股,是,短线主力：南京帮,华福证券有限责任公司南京胜太路证券营业部,华福证券有限责任公司南京胜太路证券营业部,2,2,2,0,0,2,2025-08-29,2025-09-17,0.0,0.0,15.38,B-中,同日同股金额精确匹配
南京帮,地域游资集群,93,庄股,是,短线主力：南京帮,首创证券股份有限公司徐州新淮海西路证券营业部,首创证券股份有限公司徐州新淮海西路证券营业部,2,2,2,0,0,2,2025-03-21,2025-04-07,0.0,1e-06,15.38,B-中,同日同股金额精确匹配
南京帮,地域游资集群,93,庄股,是,短线主力：南京帮,粤开证券股份有限公司青岛分公司,粤开证券股份有限公司青岛分公司,1,1,1,0,0,0,2025-03-17,2025-03-17,2.956018,2.956018,7.69,C-低,同日同股金额近似匹配
南京帮,地域游资集群,93,庄股,是,短线主力：南京帮,长江证券股份有限公司荆州北京西路证券营业部,长江证券股份有限公司荆州北京西路证券营业部,1,1,1,0,0,1,2025-10-13,2025-10-13,0.0,0.0,7.69,C-低,同日同股金额精确匹配
温州帮,地域游资集群,11,庄股,是,短线主力：温州帮,国泰海通证券股份有限公司深圳福田中心区华融大厦证券营业部,国泰系深圳福田中心区华融大厦证券营业部,1,1,1,0,0,0,2025-09-01,2025-09-01,2.655096,2.655096,25.0,C-低,同日同股金额近似匹配
温州帮,地域游资集群,11,庄股,是,短线主力：温州帮,天风证券股份有限公司杭州教工路证券营业部,天风证券股份有限公司杭州教工路证券营业部,1,1,1,0,0,1,2025-09-05,2025-09-05,0.0,0.0,25.0,C-低,同日同股金额精确匹配
温州帮,地域游资集群,11,庄股,是,短线主力：温州帮,海通证券股份有限公司杭州富春路证券营业部,海通证券股份有限公司杭州富春路证券营业部,1,1,1,0,0,0,2025-03-13,2025-03-13,0.439174,0.439174,25.0,C-低,同日同股金额近似匹配
温州帮,地域游资集群,11,庄股,是,短线主力：温州帮,长江证券股份有限公司深圳红荔路证券营业部,长江证券股份有限公司深圳红荔路证券营业部,1,1,1,0,0,1,2025-05-08,2025-05-08,0.0,0.0,25.0,C-低,同日同股金额精确匹配
N周二,游资别名/路线席位,61,一线游资,是,游资系列：N周二,中信证券股份有限公司杭州凤起路证券营业部,中信证券股份有限公司杭州凤起路证券营业部,108,108,1,107,0,108,2025-01-09,2025-12-17,9.8e-05,0.000445,100.0,A-高,同日同股金额精确匹配
上塘路,游资别名/路线席位,64,一线游资,是,游资系列：上塘路,联储证券股份有限公司杭州环城北路证券营业部,联储证券股份有限公司杭州环城北路证券营业部,132,166,130,36,0,132,2025-03-10,2026-06-23,0.0,0.000286,42.17,A-高,同日同股金额精确匹配
上塘路,游资别名/路线席位,64,一线游资,是,游资系列：上塘路,联储证券股份有限公司浙江分公司,联储证券股份有限公司浙江分公司,128,185,100,85,0,128,2025-01-02,2026-06-15,2e-06,0.000417,40.89,A-高,同日同股金额精确匹配
上塘路,游资别名/路线席位,64,一线游资,是,游资系列：上塘路,财通证券股份有限公司杭州上塘路证券营业部,财通证券股份有限公司杭州上塘路证券营业部,46,63,39,24,46,45,2025-01-02,2026-04-29,3e-06,96.417752,14.7,A-高,营业部名称直接含标签；同日同股金额精确匹配；同日同股金额近似匹配
上塘路,游资别名/路线席位,64,一线游资,是,游资系列：上塘路,财通证券股份有限公司杭州体育场路证券营业部,财通证券股份有限公司杭州体育场路证券营业部,6,7,6,1,0,6,2025-06-18,2026-02-12,2e-06,3.2e-05,1.92,A-高,同日同股金额精确匹配
上塘路,游资别名/路线席位,64,一线游资,是,游资系列：上塘路,华鑫证券有限责任公司深圳财富大厦证券营业部,华鑫证券有限责任公司深圳财富大厦证券营业部,1,1,1,0,0,0,2025-09-01,2025-09-01,2.253417,2.253417,0.32,C-低,同日同股金额近似匹配
中山东路,游资别名/路线席位,95,一线游资,是,游资系列：中山东路,国泰海通证券股份有限公司上海松江区中山东路证券营业部,国泰系上海松江区中山东路证券营业部,568,960,568,392,568,568,2025-05-07,2026-06-23,1e-06,99.722252,84.15,A-高,营业部名称直接含标签；同日同股金额精确匹配
中山东路,游资别名/路线席位,95,一线游资,是,游资系列：中山东路,国泰君安证券股份有限公司上海松江中山东路证券营业部,国泰系上海松江中山东路证券营业部,68,98,43,55,68,68,2025-02-07,2025-04-07,1.5e-05,93.918153,10.07,A-高,营业部名称直接含标签；同日同股金额精确匹配
中山东路,游资别名/路线席位,95,一线游资,是,游资系列：中山东路,国泰海通证券股份有限公司上海松江中山东路证券营业部,国泰系上海松江中山东路证券营业部,37,65,37,28,37,37,2025-04-08,2025-05-08,2e-06,0.000336,5.48,A-高,营业部名称直接含标签；同日同股金额精确匹配
中山东路,游资别名/路线席位,95,一线游资,是,游资系列：中山东路,东方财富证券股份有限公司拉萨东环路第二证券营业部,东方财富证券股份有限公司拉萨东环路第二证券营业部,1,1,0,1,0,0,2025-02-10,2025-02-10,1.188852,1.188852,0.15,C-低,同日同股金额近似匹配
中山东路,游资别名/路线席位,95,一线游资,是,游资系列：中山东路,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰系上海长宁区江苏路证券营业部,1,1,0,1,0,0,2025-09-30,2025-09-30,0.928146,0.928146,0.15,C-低,同日同股金额近似匹配
余哥,游资别名/路线席位,78,一线游资,是,游资系列：余哥,东吴证券股份有限公司苏州相城大道证券营业部,东吴证券股份有限公司苏州相城大道证券营业部,2,2,0,2,0,2,2025-12-26,2025-12-26,5.2e-05,7.7e-05,50.0,B-中,同日同股金额精确匹配
余哥,游资别名/路线席位,78,一线游资,是,游资系列：余哥,财通证券股份有限公司普陀山证券营业部,财通证券股份有限公司普陀山证券营业部,2,2,2,0,0,2,2025-10-10,2025-11-07,4.9e-05,9.8e-05,50.0,B-中,同日同股金额精确匹配
佛山系,地域游资集群,10,一线游资,是,游资系列：佛山系,国泰海通证券股份有限公司三亚迎宾路证券营业部,国泰系三亚迎宾路证券营业部,111,177,106,71,0,111,2025-04-08,2026-06-23,0.0,0.000486,80.43,A-高,同日同股金额精确匹配
佛山系,地域游资集群,10,一线游资,是,游资系列：佛山系,国盛证券有限责任公司佛山分公司,国盛证券佛山分公司,11,16,8,8,0,11,2025-01-03,2025-09-25,0.0,0.000309,7.97,A-高,同日同股金额精确匹配
佛山系,地域游资集群,10,一线游资,是,游资系列：佛山系,国泰君安证券股份有限公司三亚迎宾路证券营业部,国泰系三亚迎宾路证券营业部,7,9,2,7,0,7,2025-01-06,2025-04-01,1e-06,0.000434,5.07,A-高,同日同股金额精确匹配
佛山系,地域游资集群,10,一线游资,是,游资系列：佛山系,光大证券股份有限公司佛山绿景路证券营业部,光大证券股份有限公司佛山绿景路证券营业部,3,5,3,2,0,3,2025-12-15,2026-03-18,0.0,0.000234,2.17,A-高,同日同股金额精确匹配
佛山系,地域游资集群,10,一线游资,是,游资系列：佛山系,长江证券股份有限公司武汉武珞路证券营业部,长江证券股份有限公司武汉武珞路证券营业部,3,3,3,0,0,3,2025-03-20,2025-09-11,0.0,1e-06,2.17,A-高,同日同股金额精确匹配
佛山系,地域游资集群,10,一线游资,是,游资系列：佛山系,国泰海通证券股份有限公司总部,国泰系总部,1,1,1,0,0,0,2025-09-24,2025-09-24,2.893912,2.893912,0.72,C-低,同日同股金额近似匹配
佛山系,地域游资集群,10,一线游资,是,游资系列：佛山系,国盛证券股份有限公司佛山分公司,国盛证券佛山分公司,1,1,1,0,0,1,2026-01-30,2026-01-30,1e-06,1e-06,0.72,C-低,同日同股金额精确匹配
佛山系,地域游资集群,10,一线游资,是,游资系列：佛山系,长江证券股份有限公司佛山普澜二路证券营业部,长江证券股份有限公司佛山普澜二路证券营业部,1,2,1,1,0,1,2026-04-09,2026-04-09,1e-06,2e-06,0.72,C-低,同日同股金额精确匹配
华鑫宁波分,游资别名/路线席位,77,一线游资,是,游资系列：华鑫宁波分,华鑫证券有限责任公司宁波分公司,华鑫证券有限责任公司宁波分公司,4,4,4,0,0,4,2025-05-08,2026-02-05,0.0,0.0,100.0,A-高,同日同股金额精确匹配
向往街,游资别名/路线席位,103,一线游资,是,游资系列：向往街,广发证券股份有限公司杭州向往街证券营业部,广发证券股份有限公司杭州向往街证券营业部,39,53,38,15,39,39,2025-08-21,2026-03-25,0.0,0.000238,100.0,A-高,营业部名称直接含标签；同日同股金额精确匹配
宁波解放南,游资别名/路线席位,27,一线游资,是,游资系列：宁波解放南,光大证券股份有限公司宁波解放南路证券营业部,光大证券股份有限公司宁波解放南路证券营业部,3,3,3,0,3,3,2025-09-11,2026-06-10,5e-06,0.000261,100.0,A-高,营业部名称直接含标签；同日同股金额精确匹配
屠文斌,游资别名/路线席位,83,一线游资,是,游资系列：屠文斌,平安证券股份有限公司宁波海晏北路证券营业部,平安证券股份有限公司宁波海晏北路证券营业部,25,38,25,13,0,25,2025-03-20,2026-06-18,1e-06,0.000271,54.35,A-高,同日同股金额精确匹配
屠文斌,游资别名/路线席位,83,一线游资,是,游资系列：屠文斌,中国银河证券股份有限公司上海杨浦区靖宇东路证券营业部,中国银河证券股份有限公司上海杨浦区靖宇东路证券营业部,20,29,20,9,0,20,2025-03-26,2026-06-17,0.0,0.000171,43.48,A-高,同日同股金额精确匹配
屠文斌,游资别名/路线席位,83,一线游资,是,游资系列：屠文斌,国泰海通证券股份有限公司三亚迎宾路证券营业部,国泰系三亚迎宾路证券营业部,1,1,1,0,0,0,2025-08-28,2025-08-28,0.499957,0.499957,2.17,C-低,同日同股金额近似匹配
思明南路,游资别名/路线席位,82,一线游资,是,游资系列：思明南路,东亚前海证券有限责任公司上海分公司,东亚前海证券有限责任公司上海分公司,305,456,268,188,0,305,2025-01-02,2026-06-23,2e-06,0.000375,98.07,A-高,同日同股金额精确匹配
思明南路,游资别名/路线席位,82,一线游资,是,游资系列：思明南路,东莞证券股份有限公司湖北分公司,东莞证券股份有限公司湖北分公司,5,5,4,1,0,5,2025-01-02,2026-05-26,0.0,2.3e-05,1.61,A-高,同日同股金额精确匹配
思明南路,游资别名/路线席位,82,一线游资,是,游资系列：思明南路,东方财富证券股份有限公司拉萨团结路第一证券营业部,东方财富证券股份有限公司拉萨团结路第一证券营业部,1,1,0,1,0,0,2025-02-21,2025-02-21,2.628599,2.628599,0.32,C-低,同日同股金额近似匹配
成都系,地域游资集群,7,一线游资,是,游资系列：成都系,国泰海通证券股份有限公司成都北一环路证券营业部,国泰系成都北一环路证券营业部,855,1387,828,559,0,855,2025-04-08,2026-06-23,1e-06,0.000491,89.62,A-高,同日同股金额精确匹配
成都系,地域游资集群,7,一线游资,是,游资系列：成都系,国泰君安证券股份有限公司成都北一环路证券营业部,国泰系成都北一环路证券营业部,63,87,35,52,0,63,2025-01-03,2025-04-07,2.2e-05,0.000349,6.6,A-高,同日同股金额精确匹配
成都系,地域游资集群,7,一线游资,是,游资系列：成都系,国泰海通证券股份有限公司成都天府二街第一证券营业部,国泰系成都天府二街第一证券营业部,32,48,32,16,0,32,2025-05-20,2026-04-01,0.0,0.00019,3.35,A-高,同日同股金额精确匹配
成都系,地域游资集群,7,一线游资,是,游资系列：成都系,中信建投证券股份有限公司成都马家花园证券营业部,中信建投证券股份有限公司成都马家花园证券营业部,2,2,2,0,0,2,2025-04-08,2025-11-19,2e-06,5e-06,0.21,B-中,同日同股金额精确匹配
成都系,地域游资集群,7,一线游资,是,游资系列：成都系,中国银河证券股份有限公司成都科华北路证券营业部,中国银河证券股份有限公司成都科华北路证券营业部,2,3,2,1,0,2,2025-05-19,2025-07-22,0.0,2.9e-05,0.21,B-中,同日同股金额精确匹配
杭州帮,地域游资集群,6,一线游资,是,游资系列：杭州帮,中信建投证券股份有限公司杭州庆春路证券营业部,中信建投证券股份有限公司杭州庆春路证券营业部,8,8,8,0,0,8,2025-05-20,2026-02-13,0.0,1e-06,100.0,A-高,同日同股金额精确匹配
消闲派,游资别名/路线席位,89,一线游资,是,游资系列：消闲派,国泰海通证券股份有限公司宜昌沿江大道证券营业部,国泰系宜昌沿江大道证券营业部,348,560,340,220,0,348,2025-04-08,2026-06-15,0.0,0.000445,65.29,A-高,同日同股金额精确匹配
消闲派,游资别名/路线席位,89,一线游资,是,游资系列：消闲派,国泰君安证券股份有限公司宜昌沿江大道证券营业部,国泰系宜昌沿江大道证券营业部,177,227,79,148,0,177,2025-01-02,2025-04-07,2.7e-05,0.000438,33.21,A-高,同日同股金额精确匹配
消闲派,游资别名/路线席位,89,一线游资,是,游资系列：消闲派,国泰海通证券股份有限公司武汉紫阳东路证券营业部,国泰系武汉紫阳东路证券营业部,7,7,0,7,0,7,2026-02-26,2026-02-26,6.5e-05,0.000177,1.31,A-高,同日同股金额精确匹配
消闲派,游资别名/路线席位,89,一线游资,是,游资系列：消闲派,东方财富证券股份有限公司拉萨东环路第二证券营业部,东方财富证券股份有限公司拉萨东环路第二证券营业部,1,1,0,1,0,0,2025-02-17,2025-02-17,1.023383,1.023383,0.19,C-低,同日同股金额近似匹配
深南东路,游资别名/路线席位,101,一线游资,是,游资系列：深南东路,广发证券股份有限公司深圳深南东路证券营业部,广发证券股份有限公司深圳深南东路证券营业部,65,80,64,16,65,49,2025-05-15,2026-06-12,4e-06,73.664868,22.73,A-高,营业部名称直接含标签；同日同股金额精确匹配；同日同股金额近似匹配
深南东路,游资别名/路线席位,101,一线游资,是,游资系列：深南东路,国联民生证券股份有限公司宁波分公司,国联民生证券股份有限公司宁波分公司,53,63,48,15,0,52,2025-08-14,2026-06-08,0.0,0.833528,18.53,A-高,同日同股金额精确匹配；同日同股金额近似匹配
深南东路,游资别名/路线席位,101,一线游资,是,游资系列：深南东路,广发证券股份有限公司深圳广电金融中心证券营业部,广发证券股份有限公司深圳广电金融中心证券营业部,43,43,43,0,0,43,2025-05-30,2025-12-02,0.0,0.000142,15.03,A-高,同日同股金额精确匹配
深南东路,游资别名/路线席位,101,一线游资,是,游资系列：深南东路,国联民生证券股份有限公司宁波财神殿南路证券营业部,国联民生证券股份有限公司宁波财神殿南路证券营业部,28,32,28,4,0,27,2025-08-28,2026-05-08,0.0,0.220667,9.79,A-高,同日同股金额精确匹配；同日同股金额近似匹配
深南东路,游资别名/路线席位,101,一线游资,是,游资系列：深南东路,广发证券股份有限公司深圳后海证券营业部,广发证券股份有限公司深圳后海证券营业部,18,21,17,4,0,18,2025-08-18,2026-06-23,0.0,4.7e-05,6.29,A-高,同日同股金额精确匹配
深南东路,游资别名/路线席位,101,一线游资,是,游资系列：深南东路,广发证券股份有限公司深圳福华一路证券营业部,广发证券股份有限公司深圳福华一路证券营业部,17,17,17,0,0,17,2025-05-20,2026-02-26,0.0,3e-06,5.94,A-高,同日同股金额精确匹配
深南东路,游资别名/路线席位,101,一线游资,是,游资系列：深南东路,方正证券股份有限公司宁波中山西路证券营业部,方正证券股份有限公司宁波中山西路证券营业部,17,19,16,3,0,17,2025-03-05,2026-04-24,0.0,0.00016,5.94,A-高,同日同股金额精确匹配
深南东路,游资别名/路线席位,101,一线游资,是,游资系列：深南东路,国联民生证券股份有限公司宁波战船街证券营业部,国联民生证券股份有限公司宁波战船街证券营业部,16,18,16,2,0,16,2025-04-23,2026-06-10,0.0,0.000171,5.59,A-高,同日同股金额精确匹配
深南东路,游资别名/路线席位,101,一线游资,是,游资系列：深南东路,国联民生证券股份有限公司慈溪影清路证券营业部,国联民生证券股份有限公司慈溪影清路证券营业部,15,16,13,3,0,14,2025-11-10,2026-06-23,0.0,0.843089,5.24,A-高,同日同股金额精确匹配；同日同股金额近似匹配
深南东路,游资别名/路线席位,101,一线游资,是,游资系列：深南东路,方正证券股份有限公司长沙留芳岭证券营业部,方正证券股份有限公司长沙留芳岭证券营业部,11,12,7,5,0,11,2025-08-19,2026-06-11,2e-06,0.000245,3.85,A-高,同日同股金额精确匹配
深南东路,游资别名/路线席位,101,一线游资,是,游资系列：深南东路,中国银河证券股份有限公司大连黄河路证券营业部,中国银河证券股份有限公司大连黄河路证券营业部,1,1,1,0,0,0,2025-11-18,2025-11-18,2.474733,2.474733,0.35,C-低,同日同股金额近似匹配
深南东路,游资别名/路线席位,101,一线游资,是,游资系列：深南东路,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,1,1,1,0,1,0,2025-04-10,2025-04-10,49.199533,49.199533,0.35,B-中,营业部名称直接含标签；同日同股金额近似匹配
深南东路,游资别名/路线席位,101,一线游资,是,游资系列：深南东路,广发证券股份有限公司深圳福华一路营业部,广发证券股份有限公司深圳福华一路营业部,1,1,1,0,0,1,2026-01-05,2026-01-05,0.000129,0.000129,0.35,C-低,同日同股金额精确匹配
湖滨四季,游资别名/路线席位,90,一线游资,是,游资系列：湖滨四季,甬兴证券有限公司杭州金城路证券营业部,甬兴证券有限公司杭州金城路证券营业部,20,22,19,3,0,20,2025-03-06,2025-11-14,0.0,7.2e-05,86.96,A-高,同日同股金额精确匹配
湖滨四季,游资别名/路线席位,90,一线游资,是,游资系列：湖滨四季,东亚前海证券有限责任公司上海临港新片区分公司,东亚前海证券有限责任公司上海临港新片区分公司,2,2,2,0,0,2,2026-01-30,2026-02-11,0.000193,0.000386,8.7,B-中,同日同股金额精确匹配
湖滨四季,游资别名/路线席位,90,一线游资,是,游资系列：湖滨四季,申港证券股份有限公司江苏分公司,申港证券股份有限公司江苏分公司,1,1,1,0,0,1,2026-05-12,2026-05-12,1e-06,1e-06,4.35,C-低,同日同股金额精确匹配
湖里大道,游资别名/路线席位,79,一线游资,是,游资系列：湖里大道,兴业证券股份有限公司厦门湖里大道证券营业部,兴业证券股份有限公司厦门湖里大道证券营业部,129,184,116,68,129,128,2025-01-02,2026-06-03,3e-06,88.830907,85.43,A-高,营业部名称直接含标签；同日同股金额精确匹配；同日同股金额近似匹配
湖里大道,游资别名/路线席位,79,一线游资,是,游资系列：湖里大道,东方证券股份有限公司上海浦东新区银城中路证券营业部,东方证券股份有限公司上海浦东新区银城中路证券营业部,22,33,22,11,0,22,2025-03-25,2026-06-18,2e-06,0.001317,14.57,A-高,同日同股金额精确匹配
申港广东分,游资别名/路线席位,75,一线游资,是,游资系列：申港广东分,东吴证券股份有限公司苏州干将东路证券营业部,东吴证券股份有限公司苏州干将东路证券营业部,42,55,25,30,0,42,2025-01-07,2026-04-09,1.1e-05,0.00032,100.0,A-高,同日同股金额精确匹配
越王大道,游资别名/路线席位,94,一线游资,是,游资系列：越王大道,国泰海通证券股份有限公司河源越王大道证券营业部,国泰系河源越王大道证券营业部,58,83,57,26,58,58,2025-04-08,2026-05-20,0.0,0.001594,96.67,A-高,营业部名称直接含标签；同日同股金额精确匹配
越王大道,游资别名/路线席位,94,一线游资,是,游资系列：越王大道,国泰君安证券股份有限公司河源越王大道证券营业部,国泰系河源越王大道证券营业部,2,3,2,1,2,2,2025-03-04,2025-04-07,1e-06,0.000128,3.33,A-高,营业部名称直接含标签；同日同股金额精确匹配
金田路,游资别名/路线席位,16,一线游资,是,顶级游资：金田路,光大证券股份有限公司深圳金田路证券营业部,光大证券股份有限公司深圳金田路证券营业部,9,9,9,0,9,4,2025-04-03,2026-01-15,74.951817,99.920064,69.23,A-高,营业部名称直接含标签；同日同股金额精确匹配；同日同股金额近似匹配
金田路,游资别名/路线席位,16,一线游资,是,顶级游资：金田路,申万宏源证券有限公司深圳金田路证券营业部,申万宏源证券有限公司深圳金田路证券营业部,4,4,4,0,4,4,2025-03-18,2025-12-09,2e-06,3e-06,30.77,A-高,营业部名称直接含标签；同日同股金额精确匹配
交易猿,游资别名/路线席位,69,顶级游资,是,游资系列：交易猿,华泰证券股份有限公司天津东丽开发区二纬路证券营业部,华泰证券股份有限公司天津东丽开发区二纬路证券营业部,33,41,18,23,0,33,2025-01-07,2026-01-06,3.1e-05,0.0002,97.06,A-高,同日同股金额精确匹配
交易猿,游资别名/路线席位,69,顶级游资,是,游资系列：交易猿,东方财富证券股份有限公司拉萨金融城南环路证券营业部,东方财富证券股份有限公司拉萨金融城南环路证券营业部,1,1,0,1,0,0,2025-02-19,2025-02-19,0.431971,0.431971,2.94,C-低,同日同股金额近似匹配
作手新一,游资别名/路线席位,35,顶级游资,是,游资系列：作手新一,国泰海通证券股份有限公司南京太平南路证券营业部,国泰系南京太平南路证券营业部,128,137,13,124,0,128,2025-04-09,2026-04-30,5.4e-05,0.000408,71.51,A-高,同日同股金额精确匹配
作手新一,游资别名/路线席位,35,顶级游资,是,游资系列：作手新一,国泰君安证券股份有限公司南京太平南路证券营业部,国泰系南京太平南路证券营业部,51,51,0,51,0,51,2025-01-03,2025-03-28,7.4e-05,0.000361,28.49,A-高,同日同股金额精确匹配
北京光华路,游资别名/路线席位,81,顶级游资,是,游资系列：北京光华路,国泰海通证券股份有限公司北京国贸证券营业部,国泰系北京国贸证券营业部,46,73,45,28,0,46,2025-05-14,2025-11-04,0.0,0.000308,77.97,A-高,同日同股金额精确匹配
北京光华路,游资别名/路线席位,81,顶级游资,是,游资系列：北京光华路,方正证券股份有限公司乐山龙游路证券营业部,方正证券股份有限公司乐山龙游路证券营业部,4,7,4,3,0,4,2025-05-06,2026-05-08,1e-06,8.6e-05,6.78,A-高,同日同股金额精确匹配
北京光华路,游资别名/路线席位,81,顶级游资,是,游资系列：北京光华路,广发证券股份有限公司上海浦东新区东方路证券营业部,广发证券股份有限公司上海浦东新区东方路证券营业部,3,3,0,3,0,3,2025-05-27,2025-05-29,3.9e-05,9.3e-05,5.08,A-高,同日同股金额精确匹配
北京光华路,游资别名/路线席位,81,顶级游资,是,游资系列：北京光华路,方正证券股份有限公司温州怀江路证券营业部,方正证券股份有限公司温州怀江路证券营业部,3,5,3,2,0,3,2025-05-20,2025-12-30,0.0,9.2e-05,5.08,A-高,同日同股金额精确匹配
北京光华路,游资别名/路线席位,81,顶级游资,是,游资系列：北京光华路,国泰海通证券股份有限公司北京光华路证券营业部,国泰系北京光华路证券营业部,2,4,2,2,2,2,2025-04-17,2025-04-23,1.2e-05,0.00014,3.39,A-高,营业部名称直接含标签；同日同股金额精确匹配
北京光华路,游资别名/路线席位,81,顶级游资,是,游资系列：北京光华路,华鑫证券有限责任公司北京光华路证券营业部,华鑫证券有限责任公司北京光华路证券营业部,1,1,1,0,1,0,2025-08-05,2025-08-05,75.429789,75.429789,1.69,B-中,营业部名称直接含标签；同日同股金额近似匹配
孙哥,游资别名/路线席位,96,顶级游资,是,游资系列：孙哥,中信证券股份有限公司上海凯滨路证券营业部,中信证券股份有限公司上海凯滨路证券营业部,21,29,11,18,0,21,2025-02-19,2025-03-31,3.2e-05,0.000401,100.0,A-高,同日同股金额精确匹配
小鳄鱼,游资别名/路线席位,33,顶级游资,是,游资系列：小鳄鱼,东方证券股份有限公司上海浦东新区源深路证券营业部,东方证券股份有限公司上海浦东新区源深路证券营业部,19,29,14,15,0,19,2025-02-07,2026-06-09,1.2e-05,0.000394,82.61,A-高,同日同股金额精确匹配
小鳄鱼,游资别名/路线席位,33,顶级游资,是,游资系列：小鳄鱼,天风证券股份有限公司深圳分公司,天风证券股份有限公司深圳分公司,4,4,0,4,0,4,2025-01-10,2025-02-10,0.000108,0.000206,17.39,A-高,同日同股金额精确匹配
徐晓,游资别名/路线席位,67,顶级游资,是,游资系列：徐晓,国元证券股份有限公司上海虹桥路证券营业部,国元证券股份有限公司上海虹桥路证券营业部,50,74,40,34,0,50,2025-02-10,2026-06-23,1e-06,0.000318,100.0,A-高,同日同股金额精确匹配
方新侠,游资别名/路线席位,54,顶级游资,是,游资系列：方新侠,中信证券股份有限公司西安朱雀大街证券营业部,中信证券股份有限公司西安朱雀大街证券营业部,87,129,71,58,0,87,2025-01-03,2026-06-10,2e-06,0.00047,98.86,A-高,同日同股金额精确匹配
方新侠,游资别名/路线席位,54,顶级游资,是,游资系列：方新侠,中国国际金融股份有限公司上海分公司,中国国际金融股份有限公司上海分公司,1,1,1,0,0,0,2025-10-30,2025-10-30,1.812943,1.812943,1.14,C-低,同日同股金额近似匹配
曲江池,游资别名/路线席位,85,顶级游资,是,游资系列：曲江池,国投证券股份有限公司西安曲江池南路证券营业部,国投证券股份有限公司西安曲江池南路证券营业部,81,124,72,52,81,81,2025-01-16,2026-06-23,1e-06,94.382849,100.0,A-高,营业部名称直接含标签；同日同股金额精确匹配
炒股养家,游资别名/路线席位,20,顶级游资,是,游资系列：炒股养家,华鑫证券有限责任公司上海宛平南路证券营业部,华鑫证券有限责任公司上海宛平南路证券营业部,61,93,46,47,0,61,2025-01-16,2026-06-09,7e-06,0.000425,72.62,A-高,同日同股金额精确匹配
炒股养家,游资别名/路线席位,20,顶级游资,是,游资系列：炒股养家,华鑫证券有限责任公司上海茅台路证券营业部,华鑫证券有限责任公司上海茅台路证券营业部,19,29,16,13,0,19,2025-08-19,2026-05-08,1e-06,0.000312,22.62,A-高,同日同股金额精确匹配
炒股养家,游资别名/路线席位,20,顶级游资,是,游资系列：炒股养家,华鑫证券有限责任公司上海红宝石路证券营业部,华鑫证券有限责任公司上海红宝石路证券营业部,2,2,1,1,0,2,2025-09-18,2026-01-13,9e-06,1.9e-05,2.38,B-中,同日同股金额精确匹配
炒股养家,游资别名/路线席位,20,顶级游资,是,游资系列：炒股养家,华鑫证券有限责任公司上海宛平南路营业部,华鑫证券有限责任公司上海宛平南路营业部,1,1,1,0,0,1,2026-01-27,2026-01-27,1e-06,1e-06,1.19,C-低,同日同股金额精确匹配
炒股养家,游资别名/路线席位,20,顶级游资,是,游资系列：炒股养家,国泰海通证券股份有限公司总部,国泰系总部,1,1,1,0,0,0,2025-10-17,2025-10-17,1.748569,1.748569,1.19,C-低,同日同股金额近似匹配
章盟主,游资别名/路线席位,41,顶级游资,是,游资系列：章盟主,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,国泰系上海长宁区江苏路证券营业部,226,287,80,207,0,226,2025-05-30,2026-06-11,3.8e-05,0.000442,52.93,A-高,同日同股金额精确匹配
章盟主,游资别名/路线席位,41,顶级游资,是,游资系列：章盟主,国泰海通证券股份有限公司上海浦东新区海阳西路证券营业部,国泰系上海浦东新区海阳西路证券营业部,58,86,39,47,0,58,2025-05-09,2026-04-16,8e-06,0.000347,13.58,A-高,同日同股金额精确匹配
